Peso,Volumen,Densidad,PesoRatio,VolumenAcu,PesoAcu,VolumenAcuRaiz,ProductoVxP,Densidadacu,sobredimension,Target
24.7662,0.5608,44.16226818830243,3353.5470530120483,26.819500000000005,5205.494699999998,22.339345050489857,1.1426673807154912,-2.288011331661201,0,0
2.81,0.1,28.099999999999998,599.5996385542169,26.919500000000006,5208.304699999999,14.946352414716394,-0.5512936800949201,-2.2866293946263387,0,1
0.2,0.01,20.0,60.04096385542169,26.929500000000008,5208.504699999999,3.8660512690232647,-2.6989700043360187,-2.2864847704509907,0,1
0.3629,0.02,18.145,120.11902771084338,26.949500000000008,5208.867599999999,2.780665844370109,-2.1391830361354622,-2.28619260655572,0,0
2939.334387923642,2.633580855033694,1116.0980238391187,12925.610521917888,2.633580855033694,2939.334387923642,16.22831123387056,3.8887956520043283,-3.0477023391740627,0,1
976.8771095821165,1.174,832.0929383152611,6095.4120470443895,3.807580855033694,3916.211497505759,43.648639599149064,3.0595080301419166,-3.012217003646047,0,1
29.64396378762421,0.022533333333333336,1315.5605231194174,106.09900809992601,3.8301141883670273,3945.855461293383,9.917405636728585,-0.1752382847069984,-3.0129294508622158,0,1
17.15852668416493,0.04746477852049876,361.5001948603768,268.7738740417312,3.8775789668875262,3963.013987977548,6.860958111264551,-0.08914854684011583,-3.009464954254304,0,0
1.3381,0.003535533905932738,378.47183356228766,19.960297023691194,3.881114500793459,3964.352087977548,1.5574707069335223,-2.325056422795597,-3.0092157632364107,0,1
5.99952,0.03439999999999999,174.40465116279074,201.22939566265057,3.915514500793459,3970.3516079775477,2.314670436984781,-0.685325051993195,-3.00604013220856,0,1
13.513800537968585,0.04419961035524584,305.74478890999313,252.74891244544008,3.959714111148705,3983.8654085155163,3.198554852046998,-0.22380405468418815,-3.0026408264611644,0,1
7.030661710083386,0.016162440712835374,434.9999999999999,90.33343896964777,3.9758765518615404,3990.8960702255995,2.2736854039853784,-0.944496853426008,-3.0016375267586457,0,1
7.176111518824958,0.011134612334371354,644.4868759977454,59.89986639907476,3.987011164195912,3998.0721817444246,1.5911192772289482,-1.0974357197301725,-3.001203178914966,0,0
420.0739285902138,0.8128860850082255,516.7685070977235,4476.830197965361,4.799897249204137,4418.146110334638,11.372768880302445,2.5333554177417525,-2.9640081335240622,0,1
57.49785252824665,0.20624703634234356,278.78147268408554,1184.9541736304495,5.006144285546481,4475.643962862885,15.315351372295748,1.074039341336777,-2.951352168583166,0,1
215.7904366123145,1.145381403725414,188.40050651289135,6684.097537637168,6.151525689271894,4691.4343994752,41.883073733130004,2.3929823214180796,-2.88232280595014,0,1
42.8470778671733,0.1160519280322391,369.2060838081934,656.2609223270381,6.267577617304133,4734.281477342373,22.04679445780308,0.6965735687859378,-2.878154354457268,0,1
90.60934984497449,0.3107702629379629,291.5637712191989,1781.5006678535972,6.578347880242096,4824.890827187348,26.175347391373215,1.4496124694340824,-2.8653706546269717,0,0
777.1831592271723,4.144238709868798,187.53339603156618,24188.110273717393,10.722586590110893,5602.07398641452,104.15223852783585,3.507968144307601,-2.7180492781741488,0,0
1308.6114072435714,6.800478108192101,192.4293242951802,39658.124184275104,17.523064698302996,6910.685393658091,266.13624669100403,3.949350148639818,-2.5959110578711972,0,1
466.73720335877175,3.1962166908706298,146.0280226593884,18787.58021152454,20.719281389173624,7377.422597016863,291.6554668987795,3.1737086347237025,-2.551529973017971,0,0
675.668635838752,4.256220134109607,158.74851735790227,24964.211690122735,24.97550152328323,8053.091232855615,352.327953821113,3.458757841509037,-2.50844840132601,0,1
150.01145358605123,0.30262500000000003,495.7007966494877,1673.0307150886479,25.27812652328323,8203.102686441667,103.25853331570923,1.6570292217676073,-2.5112332648160773,0,0
349.7912666666667,4.271486121818599,81.88982866640848,25382.052840674292,29.54961264510183,8552.893953108334,210.01604510546224,3.174387961796009,-2.461561295018079,0,1
21.454813330976243,0.18417770835485942,116.48973984212445,1088.0494538669718,29.73379035345669,8574.34876643931,62.19346742647078,0.596761805202542,-2.4599508697194326,0,1
222.912937895325,2.404480368759537,92.70732287588815,14261.908560656102,32.13827072221623,8797.261704334636,122.2877636936888,2.7291565113710403,-2.437325006937091,0,1
13.791602350304645,0.033685714285714284,409.4199170997986,189.13438732267295,32.171956436501944,8811.05330668494,20.29618355362541,-0.33293951249424614,-2.437550356762637,0,0
4.907250350756521,0.02755675960631075,178.0779170288482,161.0973255908745,32.199513196108256,8815.960557035696,7.47861652388203,-0.8689336376285789,-2.4374203325366315,0,0
19.152329165665467,0.14416897115849153,132.84640246624522,849.3354488975365,32.34368216726675,8835.112886201361,10.383566101956333,0.4410933964087288,-2.4364226422064483,0,1
5.741212088487936,0.029175,196.78533293874673,170.01179995970483,32.37285716726675,8840.854098289848,5.5040034613413535,-0.7759855446667324,-2.436313192307763,0,0
5.0804,0.0618,82.20711974110033,367.20875662650604,32.43465716726675,8845.93449828985,5.832215821717297,-0.503113617557612,-2.4357344073952283,0,0
1713.01814386188,14.94597461258382,114.61401402485977,88322.97349820934,47.38063177985057,10558.95264215173,93.36388466987458,4.4082862031517775,-2.3480199946661124,1,1
71.65292147481188,0.5864979345421621,122.17079934091548,3461.4671661285743,47.967129714392726,10630.605563626541,73.99846317303763,1.6235003894111244,-2.3456142727806553,0,0
27.100903079976803,0.2932426214409935,92.41802213744725,1739.4209128296225,48.26037233583372,10657.706466706517,46.58272568610211,0.9002108562806233,-2.3440730865510875,0,0
34.63974699676659,0.5897379672362972,58.737522291636814,3517.9986098483973,48.85011030307002,10692.346213703284,52.4133589406822,1.3102337998260516,-2.3402074638974715,0,0
10.994155555555556,0.14586827221677157,75.37043791961413,867.7303758707791,48.99597857528679,10703.34036925884,27.65039983391703,0.20512271632210413,-2.3393589002692754,0,1
2.0727292663467285,0.0179990817029303,115.15750084123916,106.35547376335387,49.013977656989724,10705.413098525187,7.054656658756421,-1.4282070720867925,-2.3392834819596633,0,0
15.416180419021984,0.14075396974863624,109.52572383253404,832.4992999944493,49.15473162673836,10720.82927894421,9.96479267187038,0.3364374366251813,-2.338663050958946,0,0
29.6648430875739,0.3229061658939302,91.86830795085639,1915.5530237433309,49.477637792632294,10750.494122031783,17.9379290766844,0.9813183934257951,-2.337019469108058,0,1
41.99824690145931,0.7903875,53.13627417116201,4719.3722350262515,50.268025292632295,10792.492368933243,37.65357209893624,1.5210712256309051,-2.3318299253244956,0,1
183.76022328899145,1.4715599223273244,124.87444140118204,8681.058585911758,51.73958521495962,10976.252592222234,74.4375494177884,2.432029461290314,-2.326631149977544,0,1
7.167241987636447,0.22880516270254664,31.32465152000993,1371.1771116421623,51.96839037766217,10983.41983420987,41.2694749248351,0.2148178873481799,-2.3249983189645334,0,0
1.4249999999999998,0.03354101966249685,42.485291572495996,200.62933531624603,52.00193139732466,10984.844834209869,11.765289073859659,-1.3206088744317803,-2.324774452686106,0,1
83.06836011653294,0.8412,98.74983370962072,4984.401519401539,52.84313139732466,11067.913194326402,31.459436054911638,1.844334900994863,-2.3210771990254875,0,0
1.9468251077074181,0.09797958971132711,19.86970055134199,588.2916671292029,52.94111098703599,11069.860019434109,17.556715630236692,-0.7195374448873423,-2.3203490782971,0,1
0.894427190999916,0.044721359549995794,20.000000000000004,268.5113532306615,52.98583234658599,11070.75444662511,8.860926544198671,-1.3979400086720375,-2.3200174570713563,0,1
0.2799371464282888,0.017248787237282067,16.229381380693475,103.6284197046685,0.017248787237282067,0.2799371464282888,1.313346383757235,-2.316180903516616,-1.2103019660325471,0,0
158.11101574115327,0.18288755937733986,864.5258118127829,943.6212696645086,0.20013634661462193,158.39095288758156,4.9009663816681694,1.4611462930056505,-2.8984044038511216,0,0
720.8032207509898,0.7247594758109601,994.541285499519,3645.2177178692527,0.9248958224255821,879.1941736385713,18.84680828613949,2.7180106207382337,-2.9779919835573145,0,1
132.85224033240837,0.06518571428571429,2038.057598787768,259.8327854851476,0.9900815367112964,1012.0464139709798,11.083964363610708,0.9375213112216656,-3.0095294686040077,0,1
6.8795,0.03296165175034636,208.71223481474073,191.6846671707612,1.0230431884616427,1018.9259139709798,6.044383950135742,-0.6444341583904463,-2.9982486394991197,0,1
1.7841333333333336,0.0011111111111111111,1605.7200000000003,4.909307095046854,1.0241542995727537,1020.7100473043131,0.8195109619045673,-2.70281520213065,-2.99853699716433,0,1
14.9988,0.024826061575153904,604.15543378056,134.55578780213196,1.0489803611479076,1035.7088473043132,1.426367049596856,-0.4290356576729323,-2.9944703286492635,0,0
81.08280322781151,0.1779,455.7774211793789,990.6039437601404,1.2268803611479075,1116.7916505321248,5.0373673493530395,1.159104702970771,-2.9591699436738903,0,0
10.875,0.03535533905932738,307.5914498161481,202.10897023691192,1.2622357002072349,1127.6666505321248,4.220163866519426,-0.4151157278692968,-2.951040277555297,0,0
4.4125,0.008838834764831846,499.21738751770243,48.83349255922798,1.2710745349720667,1132.0791505321247,1.9313552520621131,-1.4089202664280551,-2.949705774037271,0,1
840.1478571804276,2.6548748363717642,316.45478938231236,15153.074048673574,3.925949371343831,1972.2270077125522,22.643998010055885,3.3483997752058556,-2.7010122070612685,0,1
3359.2395560347886,17.040881855115362,197.12826980408917,99296.67523381679,20.966831226459192,5331.466563747341,196.4366805911843,4.757733041088917,-2.4053138905444427,1,0
11.68,0.06575625,177.6257009789944,384.4419879518072,21.03258747645919,5343.146563747341,35.94014395926102,-0.11462011927837913,-2.4049043832825223,0,1
22.355428374586115,0.08563063120169091,261.0681255161024,493.4917475392146,21.118218107660883,5365.501992121927,17.54302486092738,0.28201214154313603,-2.4049530895181084,0,0
230.64198142357148,0.7910515783875419,291.56377121919894,4534.728972718247,21.909269686048425,5596.143973545499,37.252432814419635,2.261143161802071,-2.407260977957018,0,1
226.0896463206319,1.0189151936745406,221.89250658367246,5911.9536890681675,22.928184879722966,5822.2336198661305,61.609309195893594,2.3624187127918437,-2.404719952754227,0,0
277.59839999999997,1.36009562163842,204.10212016240078,7915.748718303735,24.288280501361385,6099.83201986613,91.53936404056044,2.5769864011914714,-2.3999211055233007,0,1
3772.5919,18.2679,206.5148101314327,106274.99846144578,42.55618050136138,9872.42391986613,408.92932743403895,4.838328453528526,-2.365461153330636,1,0
104.6741349663268,0.5572700268272106,187.83377882762477,3252.3742194144597,43.113450528188594,9977.098054832457,150.95829134883584,1.7659050653815238,-2.3643914580503407,0,0
48.04401533921454,0.2564299219039101,187.35729037587774,1496.7145503469908,43.3698804500925,10025.14207017167,62.21754001994107,1.0906079970533766,-2.3639023108818225,0,0
787.03035,3.5093839544854593,224.26453195412563,20353.836845695536,46.87926440457796,10812.172420171672,147.76509622828326,3.441222366322884,-2.362932174284656,0,0
364.60560000000004,6.998752917484658,52.09579539365119,41796.55655352203,53.87801732206262,11176.778020171672,321.58535388448564,3.4068439962681527,-2.316905020003222,0,1
169.87380819368153,0.8637859304134601,196.6619300135737,5033.655893092223,54.741803252476075,11346.651828365353,166.66760456443006,2.1665325486728007,-2.3165486293295006,0,1
4.26625986097707,0.027569402828467995,154.74618320610688,161.814480069553,54.769372655304544,11350.91808822633,21.43577926899926,-0.9295253357881526,-2.316493223262143,0,1
1.6070527464465802,0.00368421052631579,436.20003117835745,20.58698656870878,54.77305686583086,11352.525140972777,2.810229948289443,-2.2276254295923077,-2.3165254929163,0,1
36.13935217380041,0.4407529411764706,81.99457972381579,2618.998847684456,55.21380980700733,11388.664493146578,11.129317656940039,1.2021755822856017,-2.314425084027178,0,1
49.10091113126111,0.3528676320014145,139.1482433590403,2076.6077153832844,55.56667743900874,11437.76540427784,19.817103641541472,1.2387013741268322,-2.313526755348418,0,0
1.4288625,0.023175,61.655339805825236,138.17957123493974,55.589852439008745,11439.19426677784,6.776882593735291,-1.479989818710474,-2.3133999142639645,0,0
206.8235103874306,1.9972398682753585,103.55466745515413,11824.741961150874,57.5870923072841,11646.01777716527,36.79002595654078,2.616030131795301,-2.305852298058195,0,0
316.78133704653663,2.4254716269081134,130.60607822914665,14294.493523845711,60.012563934192215,11962.799114211808,94.4633072207419,2.885555786140386,-2.2995906282368654,0,1
92.71361579992065,1.0031984417718198,92.41802213744727,5950.650491259235,61.01576237596404,12055.51273001173,97.34754368162608,1.9685303676606765,-2.2957436439395393,0,1
9.091039817269731,0.06754890065420634,134.58457101779084,397.83004846108173,61.08331127661825,12064.603769828998,25.643165867500002,-0.21176815473839666,-2.2955904914461867,0,0
30.445353846153846,0.6996496394540382,43.51514262182919,4184.311510334799,61.782960916072284,12095.049123675151,42.3570912052002,1.3284016406028363,-2.291738918775375,0,1
6.812809625991322,0.0790569415042095,86.17598273300977,469.4338259415358,61.8620178575765,12101.861933301143,18.29924064462233,-0.26873373794362404,-2.291428111870096,0,0
38.100219725106385,0.31114035418119584,122.45348188720747,1836.2392632941458,62.173158211757695,12139.962153026248,23.861333188685677,1.0738838220193523,-2.290614404007206,0,1
50.117968740291545,0.5154882044129516,97.22427848250553,3055.232660253393,62.68864641617065,12190.08012176654,35.071692004143095,1.412212192960546,-2.2888176675355885,0,1
65.317,1.5869363391278315,41.159180988884366,9494.540464625492,64.27558275529849,12255.397121766538,74.60331260478564,2.0155857345714883,-2.280281365750726,0,1
64.96905,0.34685,187.3116621017731,2024.4887813253015,64.62243275529849,12320.366171766538,50.868614072893614,1.352848215242689,-2.280240312322165,0,0
12.138160000000003,0.1871780860867829,64.84818951707994,1115.44067184809,64.80961084138528,12332.504331766539,30.85691142037942,0.3564078601368271,-2.27941186300184,0,1
0.8956685895029602,0.01885618083164127,47.49999999999999,112.69578220351674,64.82846702221693,12333.400000356041,7.627866685047733,-1.7723989214945524,-2.2793170647880308,0,0
34.07932722729557,0.59774405715977,57.01324307468032,3566.788486988186,65.4262110793767,12367.479327583336,21.353013791486852,1.3090062796135453,-2.276529422663363,0,0
3.2447085128456967,0.21081851067789195,15.391003865895168,1266.7463196672265,65.6370295900546,12370.724036096182,21.21699923647485,-0.1649155708464514,-2.2752462000551263,0,0
0.4630064794363034,0.027669929526473323,16.73320053068151,166.22331596919818,0.027669929526473323,0.4630064794363034,1.6634280725800357,-1.8924048782842637,-1.2235790156711097,0,0
0.598754452082729,0.0202072594216369,29.630660921867186,121.13172399151306,0.04787718894811022,1.0617609315190324,1.833393645452559,-1.9172438273463952,-1.3458980976279449,0,1
